ID,EAN,Nazwa,Pe³ny symbol artyku³u,Promocja,Stan magazynowy,Cena detaliczna netto,VAT,Cena detaliczna brutto,Koniec serii,Data aktualizacji
29508,"5900644316275","Alamo ","PND-280110130-12A-MBL","","0,00","1534,15","0,23","1887,00","",Oct  7 2021  1:16PM
29509,"5900644316282","Alamo ","PND-280110130-21B-MBL","","6,00","2765,85","0,23","3402,00","",Oct  7 2021  1:16PM
29510,"5900644316299","Alamo ","PND-280110130-21C-MBL","","7,00","2782,11","0,23","3422,00","",Oct  7 2021  1:16PM
29408,"5900644315407","Almodovi ","PND-11532-5-BL","","30,00","308,13","0,23","379,00","",Oct  7 2021  1:16PM
29401,"5900644315346","Atlantico ","PNC-5679-6-BL","","0,00","178,05","0,23","219,00","",Oct  7 2021  1:16PM
29402,"5900644315353","Atlantico ","PNC-5679-6-GD","","0,00","227,64","0,23","280,00","",Oct  7 2021  1:16PM
31122,"5900644319214","Belmonte ","PND-9152-4-OPAL","","0,00","392,68","0,23","483,00","t",Oct  7 2021  1:16PM
29285,"5900644314653","Boniva ","SPL-2854-1B-BL","","30,00","105,69","0,23","130,00","",Oct  7 2021  1:16PM
29284,"5900644314646","Boniva ","SPL-2854-1B-WH","","30,00","105,69","0,23","130,00","",Oct  7 2021  1:16PM
29283,"5900644314639","Boniva ","SPL-2854-1-SC-BL","","30,00","105,69","0,23","130,00","",Oct  7 2021  1:16PM
29282,"5900644314622","Boniva ","SPL-2854-1-SC-WH","","30,00","105,69","0,23","130,00","",Oct  7 2021  1:16PM
29287,"5900644314677","Boniva ","SPL-2854-2B-BL","","30,00","196,75","0,23","242,00","",Oct  7 2021  1:16PM
29286,"5900644314660","Boniva ","SPL-2854-2B-WH","","30,00","196,75","0,23","242,00","",Oct  7 2021  1:16PM
29289,"5900644314691","Boniva ","SPL-2854-3B-BL","","30,00","291,87","0,23","359,00","",Oct  7 2021  1:16PM
29288,"5900644314684","Boniva ","SPL-2854-3B-WH","","30,00","291,87","0,23","359,00","",Oct  7 2021  1:16PM
29291,"5900644314714","Boniva ","SPL-2854-4B-BL","","30,00","386,18","0,23","475,00","",Oct  7 2021  1:16PM
29290,"5900644314707","Boniva ","SPL-2854-4B-WH","","30,00","386,18","0,23","475,00","",Oct  7 2021  1:16PM
28519,"5900644314462","Borgo ","PND-30843-6 BK+SG","","30,00","475,61","0,23","585,00","",Oct  7 2021  1:16PM
28520,"5900644314479","Borgo ","PND-30843-6 GD+AMB","","30,00","547,97","0,23","674,00","",Oct  7 2021  1:16PM
28521,"5900644314486","Borgo ","PND-30843-8 BK+SG","","30,00","638,21","0,23","785,00","",Oct  7 2021  1:16PM
28522,"5900644314493","Borgo ","PND-30843-8 GD+AMB","","30,00","678,86","0,23","835,00","",Oct  7 2021  1:16PM
28517,"5900644314448","Borgo ","WL-30843-1 BK+SG","","30,00","83,74","0,23","103,00","",Oct  7 2021  1:16PM
28518,"5900644314455","Borgo ","WL-30843-1 GD+AMB","","30,00","83,74","0,23","103,00","",Oct  7 2021  1:16PM
29263,"5900644315032","Calasa ","SPL-9372-1A BL","","30,00","68,29","0,23","84,00","",Oct  7 2021  1:16PM
29262,"5900644315025","Calasa ","SPL-9372-1A WH","","30,00","68,29","0,23","84,00","",Oct  7 2021  1:16PM
29265,"5900644315056","Calasa ","SPL-9372-2A BL","","30,00","122,76","0,23","150,99","",Oct  7 2021  1:16PM
29264,"5900644315049","Calasa ","SPL-9372-2A WH","","30,00","122,76","0,23","150,99","",Oct  7 2021  1:16PM
29267,"5900644315070","Calasa ","SPL-9372-3A BL","","30,00","172,36","0,23","212,00","",Oct  7 2021  1:16PM
29266,"5900644315063","Calasa ","SPL-9372-3A WH","","30,00","172,36","0,23","212,00","",Oct  7 2021  1:16PM
28412,"5900644314370","Cristina ","PND-6706-5","","30,00","185,37","0,23","228,01","",Oct  7 2021  1:16PM
28413,"5900644314387","Cristina ","PND-6706-8","","30,00","295,94","0,23","364,01","",Oct  7 2021  1:16PM
28411,"5900644314363","Cristina ","WL-6706-1","","30,00","52,85","0,23","65,01","",Oct  7 2021  1:16PM
29398,"5900644315315","Erimida ","PND-2244-8A-BL","","0,00","308,13","0,23","379,00","",Oct  7 2021  1:16PM
29399,"5900644315322","Erimida ","PND-2244-8A-GD","","0,00","391,87","0,23","482,00","",Oct  7 2021  1:16PM
29521,"5900644316350","Ferlena ","PND-28343-1","","30,00","135,77","0,23","167,00","",Oct  7 2021  1:16PM
29520,"5900644316343","Ferlena ","PND-28343-5","","30,00","438,21","0,23","539,00","",Oct  7 2021  1:16PM
29522,"5900644316367","Ferlena ","PND-28343-5A","","30,00","422,76","0,23","519,99","",Oct  7 2021  1:16PM
29523,"5900644316381","Ferlena ","TB-28343-1","","22,00","173,98","0,23","214,00","",Oct  7 2021  1:16PM
29519,"5900644316329","Ferlena ","WL-28343-1","","30,00","86,18","0,23","106,00","",Oct  7 2021  1:16PM
29400,"5900644315339","Ferreia ","PND-5986-6-BL","","30,00","198,37","0,23","244,00","",Oct  7 2021  1:16PM
29534,"5900644316534","Frontera ","PND-40423-10","","20,00","565,85","0,23","696,00","",Oct  7 2021  1:16PM
29535,"5900644316589","Frontera ","PND-40423-10A","","14,00","604,07","0,23","743,01","",Oct  7 2021  1:16PM
29536,"5900644316596","Frontera ","PND-40423-7","","28,00","438,21","0,23","539,00","",Oct  7 2021  1:16PM
29537,"5900644316633","Frontera ","PND-40423-7A","","30,00","468,29","0,23","576,00","",Oct  7 2021  1:16PM
29518,"5900644316312","Galvez ","PND-28622-10A","","30,00","634,15","0,23","780,00","",Oct  7 2021  1:16PM
29517,"5900644316305","Galvez ","PND-28622-8A","","30,00","522,76","0,23","642,99","",Oct  7 2021  1:16PM
29495,"5900644315902","Huelto ","PND-22112132-1A-CHPN","","30,00","271,54","0,23","333,99","",Oct  7 2021  1:16PM
29494,"5900644315896","Huelto ","PND-22112132-1A-CR","","19,00","260,98","0,23","321,01","",Oct  7 2021  1:16PM
29497,"5900644315926","Huelto ","PND-22112132-5A-CHPN","","16,00","1230,89","0,23","1513,99","",Oct  7 2021  1:16PM
29496,"5900644315919","Huelto ","PND-22112132-5A-CR","","21,00","1173,17","0,23","1443,00","",Oct  7 2021  1:16PM
29499,"5900644315964","Huelto ","WL-22112132-1A-CHPN","","30,00","291,06","0,23","358,00","",Oct  7 2021  1:16PM
29498,"5900644315940","Huelto ","WL-22112132-1A-CR","","30,00","271,54","0,23","333,99","",Oct  7 2021  1:16PM
29307,"5900644314851","Laconi ","SPL-2813-1B-BL","","30,00","82,93","0,23","102,00","",Oct  7 2021  1:16PM
29306,"5900644314844","Laconi ","SPL-2813-1B-WH","","30,00","82,93","0,23","102,00","",Oct  7 2021  1:16PM
29309,"5900644314875","Laconi ","SPL-2813-2B-BL","","30,00","162,60","0,23","200,00","",Oct  7 2021  1:16PM
29308,"5900644314868","Laconi ","SPL-2813-2B-WH","","0,00","162,60","0,23","200,00","",Oct  7 2021  1:16PM
29311,"5900644314899","Laconi ","SPL-2813-3B-BL","","30,00","243,09","0,23","299,00","",Oct  7 2021  1:16PM
29310,"5900644314882","Laconi ","SPL-2813-3B-WH","","0,00","243,09","0,23","299,00","",Oct  7 2021  1:16PM
29313,"5900644314912","Laconi ","SPL-2813-4B-BL","","1,00","324,39","0,23","399,00","",Oct  7 2021  1:16PM
29312,"5900644314905","Laconi ","SPL-2813-4B-WH","","0,00","324,39","0,23","399,00","",Oct  7 2021  1:16PM
29315,"5900644314936","Laconi ","SPL-2846-1SC-BL","","30,00","78,86","0,23","97,00","",Oct  7 2021  1:16PM
29314,"5900644314929","Laconi ","SPL-2846-1SC-WH","","30,00","78,86","0,23","97,00","",Oct  7 2021  1:16PM
29487,"5900644315858","Levington ","WL-1154-1-BL","","0,00","581,30","0,23","715,00","",Oct  7 2021  1:16PM
29486,"5900644315841","Levington ","WL-1154-1-GD","","15,00","670,73","0,23","825,00","",Oct  7 2021  1:16PM
28406,"5900644314318","Lugano ","PND-5643-3","","30,00","113,82","0,23","140,00","",Oct  7 2021  1:16PM
28405,"5900644314301","Lugano ","PND-5643-5","","30,00","176,42","0,23","217,00","",Oct  7 2021  1:16PM
28407,"5900644314325","Lugano ","WL-5643-1","","30,00","56,91","0,23","70,00","",Oct  7 2021  1:16PM
29327,"5900644315216","Lumsi ","SPL-2071-1-MC-BL","","30,00","55,28","0,23","67,99","",Oct  7 2021  1:16PM
29326,"5900644315209","Lumsi ","SPL-2071-1-MC-WH","","17,00","55,28","0,23","67,99","",Oct  7 2021  1:16PM
29329,"5900644315230","Lumsi ","SPL-2071-2-MB-BL","","0,00","99,19","0,23","122,00","",Oct  7 2021  1:16PM
29328,"5900644315223","Lumsi ","SPL-2071-2-MB-WH","","28,00","99,19","0,23","122,00","",Oct  7 2021  1:16PM
29332,"5900644315254","Lumsi ","SPL-2071-3-MB-BL","","30,00","143,90","0,23","177,00","",Oct  7 2021  1:16PM
29330,"5900644315247","Lumsi ","SPL-2071-3-MB-WH","","30,00","143,90","0,23","177,00","",Oct  7 2021  1:16PM
29334,"5900644315278","Lumsi ","TRL-2071-3T-10-BL","","30,00","218,70","0,23","269,00","",Oct  7 2021  1:16PM
29333,"5900644315261","Lumsi ","TRL-2071-3T-10-WH","","30,00","218,70","0,23","269,00","",Oct  7 2021  1:16PM
29336,"5900644315292","Lumsi ","TRL-2071-4T-15-BL","","30,00","257,72","0,23","317,00","",Oct  7 2021  1:16PM
29335,"5900644315285","Lumsi ","TRL-2071-4T-15-WH","","30,00","257,72","0,23","317,00","",Oct  7 2021  1:16PM
28386,"5900644314295","Luno ","WL-2021-1","","0,00","143,90","0,23","177,00","",Oct  7 2021  1:16PM
29224,"5900644314561","Malia ","PND-85949-1 BK+GD","","30,00","115,45","0,23","142,00","",Oct  7 2021  1:16PM
29225,"5900644314578","Malia ","PND-85949-3 BK+GD","","30,00","330,89","0,23","406,99","",Oct  7 2021  1:16PM
29218,"5900644314530","Mallola ","PND-56808-8","","0,00","1029,27","0,23","1266,00","",Oct  7 2021  1:16PM
29349,"5900644315155","Manesto ","WL-34221-1","","20,00","213,01","0,23","262,00","",Oct  7 2021  1:16PM
29467,"5900644315728","Marbelio ","PND-6161-15 CH+SM","","30,00","901,63","0,23","1109,00","",Oct  7 2021  1:16PM
29468,"5900644315735","Marbelio ","PND-6161-15 GO+CO","","30,00","973,17","0,23","1197,00","",Oct  7 2021  1:16PM
29469,"5900644315742","Marbelio ","PND-6161-16 CH+SM","","30,00","918,70","0,23","1130,00","",Oct  7 2021  1:16PM
29470,"5900644315759","Marbelio ","PND-6161-16 GO+CO","","30,00","982,93","0,23","1209,00","",Oct  7 2021  1:16PM
29471,"5900644315766","Marbelio ","WL-6161-3 CH+SM","","30,00","152,03","0,23","187,00","",Oct  7 2021  1:16PM
29472,"5900644315773","Marbelio ","WL-6161-3 GO+CO","","30,00","159,35","0,23","196,00","",Oct  7 2021  1:16PM
28409,"5900644314349","Masseri ","PND-6895-5","","30,00","175,61","0,23","216,00","",Oct  7 2021  1:16PM
28410,"5900644314356","Masseri ","PND-6895-8","","30,00","285,37","0,23","351,01","",Oct  7 2021  1:16PM
28408,"5900644314332","Masseri ","WL-6895-1","","30,00","47,15","0,23","57,99","",Oct  7 2021  1:16PM
29500,"5900644315988","Mocado ","PND-13112146-14A-CR","","5,00","2765,85","0,23","3402,00","",Oct  7 2021  1:16PM
29501,"5900644316046","Mocado ","PND-13112146-27A-CHPN","","6,00","5378,05","0,23","6615,00","",Oct  7 2021  1:16PM
29317,"5900644314950","Mola ","SPL-2846-1 BL","","30,00","78,05","0,23","96,00","",Oct  7 2021  1:16PM
29316,"5900644314943","Mola ","SPL-2846-1 WH","","30,00","78,05","0,23","96,00","",Oct  7 2021  1:16PM
29319,"5900644314974","Mola ","SPL-2846-2 BL","","13,00","152,85","0,23","188,01","",Oct  7 2021  1:16PM
29318,"5900644314967","Mola ","SPL-2846-2 WH","","30,00","152,85","0,23","188,01","",Oct  7 2021  1:16PM
29321,"5900644314998","Mola ","SPL-2846-3 BL","","30,00","228,46","0,23","281,01","",Oct  7 2021  1:16PM
29320,"5900644314981","Mola ","SPL-2846-3 WH","","30,00","228,46","0,23","281,01","",Oct  7 2021  1:16PM
29324,"5900644315018","Mola ","SPL-2846-4 BL","","30,00","300,81","0,23","370,00","",Oct  7 2021  1:16PM
29323,"5900644315001","Mola ","SPL-2846-4 WH","","30,00","300,81","0,23","370,00","",Oct  7 2021  1:16PM
29403,"5900644315360","Montera ","PND-0078-8-BL","","0,00","470,73","0,23","579,00","",Oct  7 2021  1:16PM
29406,"5900644315384","Montico ","PNC-1627-4-BL","","0,00","134,15","0,23","165,00","",Oct  7 2021  1:16PM
29532,"5900644316480","Montora ","PND-30223-11","","14,00","739,84","0,23","910,00","",Oct  7 2021  1:16PM
29533,"5900644316497","Montora ","PND-30223-11A","","30,00","800,00","0,23","984,00","",Oct  7 2021  1:16PM
29297,"5900644314776","Nuora ","SPL-2855-1B-BL","","30,00","82,93","0,23","102,00","",Oct  7 2021  1:16PM
29296,"5900644314769","Nuora ","SPL-2855-1B-WH","","30,00","82,93","0,23","102,00","",Oct  7 2021  1:16PM
29293,"5900644314738","Nuora ","SPL-2855-1C-BL","","30,00","82,93","0,23","102,00","",Oct  7 2021  1:16PM
29292,"5900644314721","Nuora ","SPL-2855-1C-WH","","30,00","82,93","0,23","102,00","",Oct  7 2021  1:16PM
29299,"5900644314790","Nuora ","SPL-2855-2B-BL","","30,00","162,60","0,23","200,00","",Oct  7 2021  1:16PM
29298,"5900644314783","Nuora ","SPL-2855-2B-WH","","30,00","162,60","0,23","200,00","",Oct  7 2021  1:16PM
29302,"5900644314820","Nuora ","SPL-2855-3B-BL","","30,00","243,09","0,23","299,00","",Oct  7 2021  1:16PM
29301,"5900644314806","Nuora ","SPL-2855-3B-WH","","30,00","243,09","0,23","299,00","",Oct  7 2021  1:16PM
29295,"5900644314752","Nuora ","SPL-2855-3C-BL","","30,00","243,09","0,23","299,00","",Oct  7 2021  1:16PM
29294,"5900644314745","Nuora ","SPL-2855-3C-WH","","30,00","243,09","0,23","299,00","",Oct  7 2021  1:16PM
29305,"5900644314837","Nuora ","SPL-2855-4B-BL","","0,00","324,39","0,23","399,00","",Oct  7 2021  1:16PM
29304,"5900644314813","Nuora ","SPL-2855-4B-WH","","30,00","324,39","0,23","399,00","",Oct  7 2021  1:16PM
29409,"5900644315414","Odivela ","PND-0083-6-BL","","30,00","130,89","0,23","160,99","",Oct  7 2021  1:16PM
29393,"5900644315186","Ortelo ","OWL-451-3-BL","","0,00","98,37","0,23","121,00","",Oct  7 2021  1:16PM
29392,"5900644315179","Ortelo ","OWL-451-3-WH","","0,00","98,37","0,23","121,00","",Oct  7 2021  1:16PM
29489,"5900644315872","Palermo ","PND-2424-1L-GR+GD","","30,00","196,75","0,23","242,00","",Oct  7 2021  1:16PM
29488,"5900644315865","Palermo ","PND-2424-1S-GR+GD","","30,00","141,46","0,23","174,00","",Oct  7 2021  1:16PM
29490,"5900644315889","Palermo ","PND-2424-3S-GR+GD","","30,00","426,83","0,23","525,00","",Oct  7 2021  1:16PM
29394,"5900644315162","Pensa ","PL-562-8","","30,00","141,46","0,23","174,00","",Oct  7 2021  1:16PM
29226,"5900644314585","Perola ","PND-43309-1 BK+BR","","30,00","139,84","0,23","172,00","",Oct  7 2021  1:16PM
29227,"5900644314592","Perola ","PND-43309-3 BK+BR","","30,00","377,24","0,23","464,01","",Oct  7 2021  1:16PM
29228,"5900644314608","Perola ","PND-43363-1 BK+BR","","30,00","139,84","0,23","172,00","",Oct  7 2021  1:16PM
29229,"5900644314615","Perola ","PND-43363-3 BK+BR","","30,00","377,24","0,23","464,01","",Oct  7 2021  1:16PM
29407,"5900644315391","Portel ","PND-02431-8-BL","","30,00","198,37","0,23","244,00","",Oct  7 2021  1:16PM
29220,"5900644314554","Provenza ","MD18001067-30A BG","","2,00","3916,26","0,23","4817,00","",Oct  7 2021  1:16PM
29219,"5900644314547","Provenza ","MD18001067-55A BG","","0,00","5990,24","0,23","7368,00","",Oct  7 2021  1:16PM
29563,"5900644316688","Ravena ","PND-2324-1 BRO+AMB","","30,00","143,09","0,23","176,00","",Oct  7 2021  1:16PM
29562,"5900644316671","Ravena ","PND-2324-1 BRO+SG","","30,00","143,09","0,23","176,00","",Oct  7 2021  1:16PM
29565,"5900644316701","Ravena ","PND-2324-3A BRO+AMB","","30,00","425,20","0,23","523,00","",Oct  7 2021  1:16PM
29564,"5900644316695","Ravena ","PND-2324-3A BRO+SG","","30,00","425,20","0,23","523,00","",Oct  7 2021  1:16PM
29569,"5900644316749","Ravena ","PND-2324-3L BRO+AMB","","30,00","425,20","0,23","523,00","",Oct  7 2021  1:16PM
29568,"5900644316732","Ravena ","PND-2324-3L BRO+SG","","30,00","425,20","0,23","523,00","",Oct  7 2021  1:16PM
29567,"5900644316725","Ravena ","PND-2324-4B BRO+AMB","","30,00","488,62","0,23","601,00","",Oct  7 2021  1:16PM
29566,"5900644316718","Ravena ","PND-2324-4B BRO+SG","","30,00","488,62","0,23","601,00","",Oct  7 2021  1:16PM
29561,"5900644316664","Ravena ","WL-2324-1 BRO+AMB","","10,00","153,66","0,23","189,00","",Oct  7 2021  1:16PM
29560,"5900644316640","Ravena ","WL-2324-1 BRO+SG","","30,00","153,66","0,23","189,00","",Oct  7 2021  1:16PM
31120,"5900644319269","Remdal ","PND-16374-5-BK-3K","","0,00","421,14","0,23","518,00","",Oct  7 2021  1:16PM
31121,"5900644319313","Remdal ","PND-16374-5-BK-4K","","0,00","421,14","0,23","518,00","",Oct  7 2021  1:16PM
27653,"5900644313823","Remdal ","PND-16374-5-COP-GD-3K","","0,00","421,14","0,23","518,00","",Oct  7 2021  1:16PM
31119,"5900644319221","Remdal ","PND-16374-5-COP-GD-4K","","0,00","421,14","0,23","518,00","",Oct  7 2021  1:16PM
27630,"5900644313519","Remdal ","PND-16374-6-BK-GD-3K","","0,00","494,31","0,23","608,00","",Oct  7 2021  1:16PM
31118,"5900644319184","Remdal ","PND-16374-6-BK-GD-4K","","0,00","494,31","0,23","608,00","",Oct  7 2021  1:16PM
27628,"5900644313496","Remdal ","PND-16374-6-COP-GD-3K","","0,00","564,23","0,23","694,00","",Oct  7 2021  1:16PM
31117,"5900644319177","Remdal ","PND-16374-6-COP-GD-4K","","0,00","566,67","0,23","697,00","",Oct  7 2021  1:16PM
27629,"5900644313502","Remdal ","PND-16374-8-BK-GD-3K","","30,00","1005,69","0,23","1237,00","",Oct  7 2021  1:16PM
27627,"5900644313489","Remdal ","PND-16374-8-COP-3K","","24,00","1005,69","0,23","1237,00","",Oct  7 2021  1:16PM
29558,"5900644316855","Riga ","PND-44213-4A-SBL","","30,00","387,80","0,23","476,99","",Oct  7 2021  1:16PM
29556,"5900644316862","Riga ","PND-44213-4B-CH","","30,00","412,20","0,23","507,01","",Oct  7 2021  1:16PM
29557,"5900644316831","Riga ","PND-44213-4-HBR","","30,00","432,52","0,23","532,00","",Oct  7 2021  1:16PM
29502,"5900644316077","Rosario ","PND-12220121-1A-CR","","30,00","260,16","0,23","320,00","",Oct  7 2021  1:16PM
29503,"5900644316084","Rosario ","PND-12220121-1A-GD","","5,00","276,42","0,23","340,00","",Oct  7 2021  1:16PM
29506,"5900644316206","Rosario ","PND-12220121-5A-CR","","18,00","1113,82","0,23","1370,00","",Oct  7 2021  1:16PM
29507,"5900644316244","Rosario ","PND-12220121-5A-GD","","6,00","1170,73","0,23","1440,00","",Oct  7 2021  1:16PM
29504,"5900644316107","Rosario ","WL-12220121-1A-CR","","30,00","267,48","0,23","329,00","",Oct  7 2021  1:16PM
29505,"5900644316145","Rosario ","WL-12220121-1A-GD","","30,00","288,62","0,23","355,00","",Oct  7 2021  1:16PM
28513,"5900644314509","Sabriga ","PND-44544-1","","30,00","154,47","0,23","190,00","",Oct  7 2021  1:16PM
28514,"5900644314400","Sabriga ","PND-44544-3","","30,00","335,77","0,23","413,00","",Oct  7 2021  1:16PM
28515,"5900644314417","Sabriga ","PND-44544-6","","30,00","511,38","0,23","629,00","",Oct  7 2021  1:16PM
28516,"5900644314424","Sabriga ","PND-44544-8","","30,00","673,98","0,23","829,00","",Oct  7 2021  1:16PM
28512,"5900644314394","Sabriga ","WL-44544-2","","30,00","154,47","0,23","190,00","",Oct  7 2021  1:16PM
29645,"5900644316794","Senai ","PND-31322-4A-SB","","30,00","457,72","0,23","563,00","",Oct  7 2021  1:16PM
29644,"5900644316787","Senai ","PND-31322-4-HB","","30,00","480,49","0,23","591,00","",Oct  7 2021  1:16PM
29647,"5900644316824","Senai ","PND-31322-6A-SB","","30,00","762,60","0,23","938,00","",Oct  7 2021  1:16PM
29646,"5900644316800","Senai ","PND-31322-6-HB","","30,00","800,00","0,23","984,00","",Oct  7 2021  1:16PM
29269,"5900644315094","Senova ","SPL-4492-1B BL","","10,00","87,80","0,23","107,99","",Oct  7 2021  1:16PM
29268,"5900644315087","Senova ","SPL-4492-1B WH","","30,00","87,80","0,23","107,99","",Oct  7 2021  1:16PM
29271,"5900644315117","Senova ","SPL-4492-2A BL","","0,00","165,85","0,23","204,00","",Oct  7 2021  1:16PM
29270,"5900644315100","Senova ","SPL-4492-2A WH","","30,00","165,85","0,23","204,00","",Oct  7 2021  1:16PM
29273,"5900644315131","Senova ","SPL-4492-3A BL","","0,00","243,09","0,23","299,00","",Oct  7 2021  1:16PM
29272,"5900644315124","Senova ","SPL-4492-3A WH","","30,00","243,09","0,23","299,00","",Oct  7 2021  1:16PM
29404,"5900644315377","Serpo ","PND-0188-6-BRS","","23,00","271,54","0,23","333,99","",Oct  7 2021  1:16PM
29526,"5900644316435","Solana ","PND-28366-1","","30,00","165,85","0,23","204,00","",Oct  7 2021  1:16PM
29525,"5900644316411","Solana ","PND-28366-5","","30,00","522,76","0,23","642,99","",Oct  7 2021  1:16PM
29527,"5900644316442","Solana ","PND-28366-5A","","30,00","558,54","0,23","687,00","",Oct  7 2021  1:16PM
29528,"5900644316466","Solana ","TB-28366-1","","30,00","226,83","0,23","279,00","",Oct  7 2021  1:16PM
29524,"5900644316404","Solana ","WL-28366-1","","30,00","105,69","0,23","130,00","",Oct  7 2021  1:16PM
29217,"5900644314523","Torreia ","PND-45660-8","","30,00","594,31","0,23","731,00","",Oct  7 2021  1:16PM
29216,"5900644314516","Torreia ","WL-45660-2","","30,00","180,49","0,23","222,00","",Oct  7 2021  1:16PM
29476,"5900644315797","Vailante ","PND-31221-6A-SBL","","30,00","692,68","0,23","852,00","",Oct  7 2021  1:16PM
29477,"5900644315803","Vailante ","PND-31221-6B-CH","","30,00","725,20","0,23","892,00","",Oct  7 2021  1:16PM
29475,"5900644315780","Vailante ","PND-31221-6-HBR","","30,00","725,20","0,23","892,00","",Oct  7 2021  1:16PM
29479,"5900644315827","Vailante ","WL-31221-3A-SBL","","30,00","321,95","0,23","396,00","",Oct  7 2021  1:16PM
29480,"5900644315834","Vailante ","WL-31221-3B-CH","","30,00","337,40","0,23","415,00","",Oct  7 2021  1:16PM
29478,"5900644315810","Vailante ","WL-31221-3-HBR","","30,00","337,40","0,23","415,00","",Oct  7 2021  1:16PM
26779,"5902854532223","Aldeia ","PND-5813-M-1-CH+CGN","","0,00","325,20","0,23","400,00","",Oct  7 2021  1:16PM
26781,"5902854532247","Aldeia ","PND-5813-S-1-CH+CGN","","0,00","176,42","0,23","217,00","",Oct  7 2021  1:16PM
26780,"5902854532230","Aldeia ","PND-5813-S-1-CH+SMK","","0,00","176,42","0,23","217,00","",Oct  7 2021  1:16PM
27643,"5900644313649","Almelo ","PND-83812-16","","0,00","998,37","0,23","1228,00","",Oct  7 2021  1:16PM
27644,"5900644313656","Almelo ","PND-83812-20","","0,00","1247,97","0,23","1535,00","",Oct  7 2021  1:16PM
27646,"5900644313663","Almelo ","PND-83812-24","","0,00","1492,68","0,23","1836,00","",Oct  7 2021  1:16PM
27642,"5900644313632","Almelo ","PND-83812-60","","1,00","4065,85","0,23","5001,00","",Oct  7 2021  1:16PM
27213,"5900644311386","Antiola ","PND-5588-1L-BK+AMB","","7,00","214,63","0,23","263,99","",Oct  7 2021  1:16PM
27209,"5900644311348","Antiola ","PND-5588-1L-BK+CL","","0,00","195,12","0,23","240,00","",Oct  7 2021  1:16PM
27211,"5900644311362","Antiola ","PND-5588-1L-BK+SG","","15,00","214,63","0,23","263,99","",Oct  7 2021  1:16PM
27219,"5900644311447","Antiola ","PND-5588-1L-BRO+AMB","","1,00","232,52","0,23","286,00","",Oct  7 2021  1:16PM
27215,"5900644311409","Antiola ","PND-5588-1L-BRO+CL","","9,00","211,38","0,23","260,00","",Oct  7 2021  1:16PM
27217,"5900644311423","Antiola ","PND-5588-1L-BRO+SG","","24,00","232,52","0,23","286,00","",Oct  7 2021  1:16PM
27221,"5900644311461","Antiola ","PND-5588-1L-SC+CL","","6,00","204,07","0,23","251,01","",Oct  7 2021  1:16PM
27223,"5900644311485","Antiola ","PND-5588-1L-SC+SG","","0,00","225,20","0,23","277,00","",Oct  7 2021  1:16PM
27212,"5900644311379","Antiola ","PND-5588-1M-BK+AMB","","0,00","157,72","0,23","194,00","",Oct  7 2021  1:16PM
27208,"5900644311331","Antiola ","PND-5588-1M-BK+CL","","0,00","142,28","0,23","175,00","",Oct  7 2021  1:16PM
27210,"5900644311355","Antiola ","PND-5588-1M-BK+SG","","0,00","157,72","0,23","194,00","",Oct  7 2021  1:16PM
27218,"5900644311430","Antiola ","PND-5588-1M-BRO+AMB","","4,00","170,73","0,23","210,00","",Oct  7 2021  1:16PM
27214,"5900644311393","Antiola ","PND-5588-1M-BRO+CL","","22,00","153,66","0,23","189,00","",Oct  7 2021  1:16PM
27216,"5900644311416","Antiola ","PND-5588-1M-BRO+SG","","0,00","170,73","0,23","210,00","",Oct  7 2021  1:16PM
27220,"5900644311454","Antiola ","PND-5588-1M-SC+CL","","0,00","149,59","0,23","184,00","",Oct  7 2021  1:16PM
27222,"5900644311478","Antiola ","PND-5588-1M-SC+SG","","0,00","164,23","0,23","202,00","",Oct  7 2021  1:16PM
27367,"5900644312703","Antoin ","PND-2445-1-BK","","0,00","146,34","0,23","180,00","",Oct  7 2021  1:16PM
27370,"5900644312727","Antoin ","PND-2445-3-BK","","0,00","422,76","0,23","519,99","",Oct  7 2021  1:16PM
27369,"5900644312710","Antoin ","WL-2445-1-BK","","8,00","143,09","0,23","176,00","",Oct  7 2021  1:16PM
26772,"5902854532155","Bento ","PND-7273-S-8-CGN","","0,00","1243,90","0,23","1530,00","",Oct  7 2021  1:16PM
26773,"5902854532162","Bento ","PND-7273-S-8-SMK","","14,00","1243,90","0,23","1530,00","",Oct  7 2021  1:16PM
26775,"5902854532186","Cabella ","PND-5252-25-CH+SMK","","0,00","1594,31","0,23","1961,00","",Oct  7 2021  1:16PM
26774,"5902854532179","Cabella ","PND-5252-25-GD-CGN","","0,00","1625,20","0,23","1999,00","",Oct  7 2021  1:16PM
26777,"5902854532209","Cabella ","PND-5252-A-25-CH+SMK","","0,00","1577,24","0,23","1940,01","",Oct  7 2021  1:16PM
26776,"5902854532193","Cabella ","PND-5252-A-25-GD-CGN","","0,00","1625,20","0,23","1999,00","",Oct  7 2021  1:16PM
26738,"5902854531905","Cardena ","MBM-4330/1 GD+AMB","","24,00","157,72","0,23","194,00","",Oct  7 2021  1:16PM
26737,"5902854531899","Cardena ","MBM-4330/1 GD+SG","","30,00","157,72","0,23","194,00","",Oct  7 2021  1:16PM
26741,"5902854531929","Cardena ","MDM-4330/1 GD+AMB","","0,00","143,09","0,23","176,00","",Oct  7 2021  1:16PM
